transaction_id,posting_date_raw,invoice_date_raw,fiscal_period,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,tax_code,narrative,source_system,posting_date,invoice_date,fiscal_year,fiscal_month,amount,amount_is_negative,narrative_lower,processing_timestamp,source_file,data_quality_score,anomaly_count,entity_valid,entity_code_mapped,account_code_clean,account_valid,account_code_mapped,account_description,cost_center_present,cost_center_valid,cost_center_mapped,vendor_canonical,vendor_resolution_status,fx_key,fx_rate,amount_aud,conversion_status,mean_amount,std_amount,txn_count,is_outlier,posting_hour,posting_day,posting_weekend,suspicious_hour,has_exception,exception_rules
TXN000012,14-02-2026,05-02-2026,2026-02,AUS01,5810,,Oracle,INV23573,PO6273,USD,32899.21,GST-FREE,Payment for license,Manual Entry,2026-02-14,2026-02-05,2026,02,32899.21,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5810,True,5810,Amortization,False,False,,Oracle Corporation,MAPPED,2026-02_USD,1.525,50171.295249999996,CONVERTED,31768.91314562501,27328.351394475325,120.0,False,0.0,Saturday,True,True,True,EX002;EX004
TXN000013,14/02/2026,09/02/2026,2026-02,AUS01,5400,,BCG,INV28111,PO9393,NZD,20432.77,GST-FREE,Payment for subscription,API Import,2026-02-14,2026-02-09,2026,02,20432.77,False,payment for subscription,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5400,True,5400,Travel,False,False,,Boston Consulting Group,MAPPED,2026-02_NZD,0.932,19043.341640000002,CONVERTED,31663.682660000006,30146.476988256833,133.0,False,0.0,Saturday,True,True,True,EX002
TXN000014,11/28/2025,11/19/2025,2025-11,AUS01,5620,,Workday,INV99995,PO3173,USD,9516.1,INPUT,Payment for goods,API Import,2025-11-28,2025-11-19,2025,11,9516.1,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5620,True,5620,Insurance,False,False,,Workday Inc,MAPPED,2025-11_USD,1.526,14521.5686,CONVERTED,32410.971605588227,27490.799177232966,170.0,False,0.0,Friday,False,True,True,EX002
TXN000015,01/18/2026,01/16/2026,2026-01,AUS01,5810,,WeWork Australia,INV98374,PO9747,GBP,26268.0,EXPORT,Payment for subscription,Manual Entry,2026-01-18,2026-01-16,2026,01,26268.0,False,payment for subscription,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5810,True,5810,Amortization,False,False,,WeWork,MAPPED,2026-01_GBP,1.957,51406.476,CONVERTED,31768.91314562501,27328.351394475325,120.0,False,0.0,Sunday,True,True,True,EX002;EX004
TXN000016,2026-01-26,2026-01-17,2026-01,AUS01,5100,,Amazon,INV36201,,GBP,6625.17,GST,Payment for goods,Workday,2026-01-26,2026-01-17,2026,01,6625.17,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5100,True,5100,Office Rent,False,False,,Amazon Web Services,MAPPED,2026-01_GBP,1.957,12965.457690000001,CONVERTED,29138.02959753333,27547.65120166844,150.0,False,0.0,Monday,False,True,True,EX001;EX002
TXN000017,01/22/2026,01/19/2026,2026-01,AUS01,5910,,MSFT,INV57013,PO2679,NZD,9259.64,GST,Payment for license,API Import,2026-01-22,2026-01-19,2026,01,9259.64,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5910,True,5910,Interest Expense,False,False,,Microsoft Corporation,MAPPED,2026-01_NZD,0.9335,8643.87394,CONVERTED,33774.54824600841,21661.31598456901,119.0,False,0.0,Thursday,False,True,True,EX002
TXN000018,28/01/2026,19/01/2026,2026-01,AUS01,5400,,Accenture Pty,INV60014,PO6122,NZD,31212.83,GST,Payment for license,SAP,2026-01-28,2026-01-19,2026,01,31212.83,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5400,True,5400,Travel,False,False,,Accenture,MAPPED,2026-01_NZD,0.9335,29137.176805000003,CONVERTED,31663.682660000006,30146.476988256833,133.0,False,0.0,Wednesday,False,True,True,EX002
TXN000019,05/01/2025,04/27/2025,2025-05,AUS01,5610,,Optus Pty,INV87120,PO4218,USD,41025.74,INPUT,Payment for goods,Workday,2025-01-05,2025-04-27,2025,05,41025.74,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,1,True,AUS01,5610,True,5610,Postage and Courier,False,False,,Optus,MAPPED,2025-05_USD,1.518,62277.073319999996,CONVERTED,29081.766845273953,25872.32663648796,146.0,False,0.0,Sunday,True,True,True,EX002;EX004
TXN000020,15/01/2026,13/01/2026,2026-01,AUS01,5120,,Oracle,INV46583,PO3131,AUD,17036.2,EXPORT,Payment for goods,API Import,2026-01-15,2026-01-13,2026,01,17036.2,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5120,True,5120,Office Supplies,False,False,,Oracle Corporation,MAPPED,2026-01_AUD,1.0,17036.2,DOMESTIC,34269.00595485611,35424.20705021751,139.0,False,0.0,Thursday,False,True,True,EX002
TXN000021,01/28/2026,01/27/2026,2026-01,AUS01,5310,,LinkedIn Corp,INV88234,,USD,1893.33,INPUT,Payment for license,Workday,2026-01-28,2026-01-27,2026,01,1893.33,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5310,True,5310,Legal Fees,False,False,,LinkedIn,MAPPED,2026-01_USD,1.527,2891.11491,CONVERTED,33139.04129260232,28423.631835285127,171.0,False,0.0,Wednesday,False,True,True,EX001;EX002
TXN000022,01/16/2026,01/14/2026,2026-01,AUS01,5900,,McKinsey,INV76209,,USD,43068.75,GST,Payment for license,API Import,2026-01-16,2026-01-14,2026,01,43068.75,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5900,True,5900,Bank Charges,False,False,,McKinsey & Company,MAPPED,2026-01_USD,1.527,65765.98125,CONVERTED,31670.032329854675,24882.231532617723,172.0,False,0.0,Friday,False,True,True,EX001;EX002;EX004
TXN000023,2026-02-13,2026-02-07,2026-02,AUS01,5210,,Workday,INV38632,PO9691,NZD,14964.89,INPUT,Payment for consulting,API Import,2026-02-13,2026-02-07,2026,02,14964.89,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5210,True,5210,Cloud Services,False,False,,Workday Inc,MAPPED,2026-02_NZD,0.932,13947.27748,CONVERTED,31620.56664919015,27460.393400888206,142.0,False,0.0,Friday,False,True,True,EX002
TXN000024,2026-01-27,2026-01-25,2026-01,AUS01,5700,,WeWork Australia,INV15226,PO6258,GBP,10891.62,GST-FREE,Payment for consulting,SAP,2026-01-27,2026-01-25,2026,01,10891.62,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5700,True,5700,Training,False,False,,WeWork,MAPPED,2026-01_GBP,1.957,21314.900340000004,CONVERTED,31110.431902446802,30160.111495086097,141.0,False,0.0,Tuesday,False,True,True,EX002
TXN000025,02/13/2026,02/04/2026,2026-02,AUS01,5800,,KPMG Australia,INV77411,PO8300,AUD,41018.98,INPUT,Payment for consulting,SAP,2026-02-13,2026-04-02,2026,02,41018.98,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5800,True,5800,Depreciation,False,False,,KPMG,MAPPED,2026-02_AUD,1.0,41018.98,DOMESTIC,30184.39373025477,34245.09535020032,157.0,False,0.0,Friday,False,True,True,EX002
TXN000026,10/05/2025,04/05/2025,2025-05,AUS01,5510,,Google,INV92173,,AUD,7616.03,GST,Payment for goods,Manual Entry,2025-05-10,2025-05-04,2025,05,7616.03,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5510,True,5510,Advertising,False,False,,Google Cloud,MAPPED,2025-05_AUD,1.0,7616.03,DOMESTIC,28498.583342781956,23667.16979723599,133.0,False,0.0,Saturday,True,True,True,EX001;EX002
TXN000027,2025-12-27,2025-12-23,2025-12,AUS01,5520,,Telstra Corp,INV13113,PO6434,AUD,33635.4,GST-FREE,Payment for services,SAP,2025-12-27,2025-12-23,2025,12,33635.4,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5520,True,5520,Events,False,False,,Telstra,MAPPED,2025-12_AUD,1.0,33635.4,DOMESTIC,30860.276023483882,21900.267908653983,155.0,False,0.0,Saturday,True,True,True,EX002
TXN000028,2026-01-03,2025-12-31,2026-01,AUS01,5900,,Deloitte Touche,INV43901,PO8391,AUD,25915.81,GST-FREE,Payment for consulting,Manual Entry,2026-01-03,2025-12-31,2026,01,25915.81,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5900,True,5900,Bank Charges,False,False,,Deloitte,MAPPED,2026-01_AUD,1.0,25915.81,DOMESTIC,31670.032329854675,24882.231532617723,172.0,False,0.0,Saturday,True,True,True,EX002
TXN000029,2026-01-11,2026-01-04,2026-01,AUS01,5700,,Atlassian Pty,INV86756,,AUD,28899.88,GST,Payment for services,Workday,2026-01-11,2026-01-04,2026,01,28899.88,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5700,True,5700,Training,False,False,,Atlassian,MAPPED,2026-01_AUD,1.0,28899.88,DOMESTIC,31110.431902446802,30160.111495086097,141.0,False,0.0,Sunday,True,True,True,EX001;EX002
TXN000030,2026-01-17,2026-01-12,2026-01,AUS01,5900,,EY Australia,INV59992,PO1504,AUD,12740.13,EXPORT,Payment for consulting,Oracle,2026-01-17,2026-01-12,2026,01,12740.13,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5900,True,5900,Bank Charges,False,False,,EY,MAPPED,2026-01_AUD,1.0,12740.13,DOMESTIC,31670.032329854675,24882.231532617723,172.0,False,0.0,Saturday,True,True,True,EX002
TXN000031,18/01/2026,15/01/2026,2026-01,AUS01,5800,,DHL Express,INV49066,PO7113,NZD,43210.03,GST-FREE,Payment for services,API Import,2026-01-18,2026-01-15,2026,01,43210.03,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5800,True,5800,Depreciation,False,False,,DHL,MAPPED,2026-01_NZD,0.9335,40336.563004999996,CONVERTED,30184.39373025477,34245.09535020032,157.0,False,0.0,Sunday,True,True,True,EX002
TXN000032,28/01/2026,26/01/2026,2026-01,AUS01,5010,,AWS,INV49936,,GBP,24218.13,GST,Payment for subscription,Oracle,2026-01-28,2026-01-26,2026,01,24218.13,False,payment for subscription,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5010,True,5010,Employee Benefits,False,False,,Amazon Web Services,MAPPED,2026-01_GBP,1.957,47394.880410000005,CONVERTED,27923.213086278203,19430.63083039902,133.0,False,0.0,Wednesday,False,True,True,EX001;EX002
TXN000033,14/04/2025,11/04/2025,2025-04,AUS01,5120,,ServiceNow Inc,INV97946,PO1891,NZD,8825.25,GST-FREE,Payment for license,Manual Entry,2025-04-14,2025-04-11,2025,04,8825.25,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5120,True,5120,Office Supplies,False,False,,ServiceNow,MAPPED,2025-04_NZD,0.932,8225.133,CONVERTED,34269.00595485611,35424.20705021751,139.0,False,0.0,Monday,False,True,True,EX002
TXN000034,2026-02-21,2026-02-16,2026-02,AUS01,5700,,Salesforce,INV53365,PO4842,NZD,4509.29,EXPORT,Payment for services,Workday,2026-02-21,2026-02-16,2026,02,4509.29,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5700,True,5700,Training,False,False,,Salesforce Inc,MAPPED,2026-02_NZD,0.932,4202.658280000001,CONVERTED,31110.431902446802,30160.111495086097,141.0,False,0.0,Saturday,True,True,True,EX002
TXN000035,2026-02-20,2026-02-16,2026-02,AUS01,5310,,Hays,INV86568,,GBP,14842.74,INPUT,Payment for license,Workday,2026-02-20,2026-02-16,2026,02,14842.74,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5310,True,5310,Legal Fees,False,False,,Hays Recruitment,MAPPED,2026-02_GBP,1.955,29017.5567,CONVERTED,33139.04129260232,28423.631835285127,171.0,False,0.0,Friday,False,True,True,EX001;EX002
TXN000036,01/26/2025,01/19/2025,2025-01,AUS01,5120,,AWS,INV93995,PO6889,NZD,11153.26,GST-FREE,Payment for goods,Workday,2025-01-26,2025-01-19,2025,01,11153.26,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5120,True,5120,Office Supplies,False,False,,Amazon Web Services,MAPPED,2025-01_NZD,0.93,10372.5318,CONVERTED,34269.00595485611,35424.20705021751,139.0,False,0.0,Sunday,True,True,True,EX002
TXN000037,16-11-2025,08-11-2025,2025-11,AUS01,5320,,EY Australia,INV94613,PO5597,GBP,24870.06,GST-FREE,Payment for goods,API Import,2025-11-16,2025-11-08,2025,11,24870.06,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5320,True,5320,Audit Fees,False,False,,EY,MAPPED,2025-11_GBP,1.956,48645.837360000005,CONVERTED,31658.610713475173,32284.527206153973,141.0,False,0.0,Sunday,True,True,True,EX002
TXN000038,02/07/2026,02/05/2026,2026-02,AUS01,5800,,Salesforce,INV86269,PO4485,AUD,38246.47,GST,Payment for services,API Import,2026-07-02,2026-05-02,2026,02,38246.47,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,1,True,AUS01,5800,True,5800,Depreciation,False,False,,Salesforce Inc,MAPPED,2026-02_AUD,1.0,38246.47,DOMESTIC,30184.39373025477,34245.09535020032,157.0,False,0.0,Thursday,False,True,True,EX002;EX007
TXN000039,09-12-2025,06-12-2025,2025-12,AUS01,5320,,DHL Express,INV27548,PO9362,USD,40125.55,INPUT,Payment for services,Manual Entry,2025-12-09,2025-12-06,2025,12,40125.55,False,payment for services,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5320,True,5320,Audit Fees,False,False,,DHL,MAPPED,2025-12_USD,1.523,61111.21265,CONVERTED,31658.610713475173,32284.527206153973,141.0,False,0.0,Tuesday,False,True,True,EX002;EX004
TXN000040,2025-11-12,2025-11-08,2025-11,AUS01,5920,,Adobe,INV84233,PO3395,USD,20135.3,GST-FREE,Payment for consulting,Workday,2025-11-12,2025-11-08,2025,11,20135.3,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5920,True,5920,FX Loss,False,False,,Adobe Systems,MAPPED,2025-11_USD,1.526,30726.4678,CONVERTED,27533.92400565971,21784.021192347693,144.0,False,0.0,Wednesday,False,True,True,EX002
TXN000041,02/02/2026,25/01/2026,2026-02,AUS01,5210,,Salesforce,INV97632,,NZD,16687.64,GST,Payment for subscription,Manual Entry,2026-02-02,2026-01-25,2026,02,16687.64,False,payment for subscription,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5210,True,5210,Cloud Services,False,False,,Salesforce Inc,MAPPED,2026-02_NZD,0.932,15552.88048,CONVERTED,31620.56664919015,27460.393400888206,142.0,False,0.0,Monday,False,True,True,EX001;EX002
TXN000042,16-06-2025,15-06-2025,2025-06,AUS01,5010,,McKinsey,INV44513,PO3848,AUD,31697.76,INPUT,Payment for consulting,Manual Entry,2025-06-16,2025-06-15,2025,06,31697.76,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5010,True,5010,Employee Benefits,False,False,,McKinsey & Company,MAPPED,2025-06_AUD,1.0,31697.76,DOMESTIC,27923.213086278203,19430.63083039902,133.0,False,0.0,Monday,False,True,True,EX002
TXN000043,2026-01-12,2026-01-03,2026-01,AUS01,5220,,Federal Express,INV55224,PO8898,USD,23285.09,INPUT,Payment for license,SAP,2026-01-12,2026-01-03,2026,01,23285.09,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5220,True,5220,IT Support,False,False,,FedEx,MAPPED,2026-01_USD,1.527,35556.332429999995,CONVERTED,29540.94372533058,19404.169897416657,121.0,False,0.0,Monday,False,True,True,EX002
TXN000044,17/11/2025,09/11/2025,2025-11,AUS01,5120,,ServiceNow Inc,INV37723,,AUD,23202.9,INPUT,Payment for goods,Workday,2025-11-17,2025-11-09,2025,11,23202.9,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5120,True,5120,Office Supplies,False,False,,ServiceNow,MAPPED,2025-11_AUD,1.0,23202.9,DOMESTIC,34269.00595485611,35424.20705021751,139.0,False,0.0,Monday,False,True,True,EX001;EX002
TXN000045,2026-02-20,2026-02-16,2026-02,AUS01,5410,,BCG,INV72786,,AUD,21720.1,EXPORT,Payment for goods,Manual Entry,2026-02-20,2026-02-16,2026,02,21720.1,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5410,True,5410,Accommodation,False,False,,Boston Consulting Group,MAPPED,2026-02_AUD,1.0,21720.1,DOMESTIC,29277.518810999987,22143.12829502557,155.0,False,0.0,Friday,False,True,True,EX001;EX002
TXN000046,01/02/2026,31/01/2026,2026-02,AUS01,5110,,Adobe,INV85008,,USD,28366.37,GST,Payment for goods,Workday,2026-02-01,2026-01-31,2026,02,28366.37,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5110,True,5110,Utilities,False,False,,Adobe Systems,MAPPED,2026-02_USD,1.525,43258.71425,CONVERTED,27865.288293732876,21409.69928933269,146.0,False,0.0,Sunday,True,True,True,EX001;EX002
TXN000047,06-12-2025,26-11-2025,2025-12,AUS01,5600,,Amazon,INV68877,PO8723,NZD,42631.7,GST-FREE,Payment for consulting,Oracle,2025-12-06,2025-11-26,2025,12,42631.7,False,payment for consulting,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5600,True,5600,Telecommunications,False,False,,Amazon Web Services,MAPPED,2025-12_NZD,0.9305,39668.79685,CONVERTED,32190.120230168057,26805.910450208805,119.0,False,0.0,Saturday,True,True,True,EX002
TXN000048,08-01-2026,29-12-2025,2026-01,AUS01,5110,,Oracle,INV69437,PO2127,NZD,7630.7,INPUT,Payment for goods,Manual Entry,2026-01-08,2025-12-29,2026,01,7630.7,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5110,True,5110,Utilities,False,False,,Oracle Corporation,MAPPED,2026-01_NZD,0.9335,7123.258449999999,CONVERTED,27865.288293732876,21409.69928933269,146.0,False,0.0,Thursday,False,True,True,EX002
TXN000049,13/01/2025,11/01/2025,2025-01,AUS01,5000,,SAP,INV33255,PO1639,GBP,37210.49,GST,Payment for license,API Import,2025-01-13,2025-01-11,2025,01,37210.49,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5000,True,5000,Salaries and Wages,False,False,,SAP SE,MAPPED,2025-01_GBP,1.95,72560.4555,CONVERTED,30471.385558248177,22939.768434623154,137.0,False,0.0,Monday,False,True,True,EX002;EX004
TXN000050,2026-02-25,2026-02-23,2026-02,AUS01,5500,,Slack,INV78425,PO1711,AUD,40373.91,EXPORT,Payment for license,Manual Entry,2026-02-25,2026-02-23,2026,02,40373.91,False,payment for license,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5500,True,5500,Marketing,False,False,,Slack Technologies,MAPPED,2026-02_AUD,1.0,40373.91,DOMESTIC,28972.634359125877,32785.70497360227,143.0,False,0.0,Wednesday,False,True,True,EX002
TXN000051,08-01-2026,01-01-2026,2026-01,AUS01,5320,,GCP,INV40475,PO2373,GBP,6111.35,EXPORT,Payment for subscription,API Import,2026-01-08,2026-01-01,2026,01,6111.35,False,payment for subscription,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5320,True,5320,Audit Fees,False,False,,Google Cloud,MAPPED,2026-01_GBP,1.957,11959.911950000002,CONVERTED,31658.610713475173,32284.527206153973,141.0,False,0.0,Thursday,False,True,True,EX002
TXN000052,18-01-2026,13-01-2026,2026-01,AUS01,5200,,AWS,INV78126,,AUD,26051.62,GST,Payment for goods,Workday,2026-01-18,2026-01-13,2026,01,26051.62,False,payment for goods,2026-02-22 23:27:14.356841,Raw_GL_Export.csv,83.92156862745098,0,True,AUS01,5200,True,5200,Software Licenses,False,False,,Amazon Web Services,MAPPED,2026-01_AUD,1.0,26051.62,DOMESTIC,30196.543712413786,22166.314759696765,145.0,False,0.0,Sunday,True,True,True,EX001;EX002
